country_code,date,tmax_c,tmean_c,threshold_p90_c,anomaly_c,is_hot_day,heatwave_id,heatwave_day,heatwave_length
BE,2023-01-10,11.27,6.03,11.02,0.25,True,,,
BE,2023-01-11,11.59,9.71,10.93,0.66,True,,,
BE,2023-01-12,10.96,9.77,10.81,0.15,True,,,
BE,2023-01-13,9.1,7.83,10.38,-1.28,False,,,
BE,2023-01-14,11.77,8.93,10.26,1.51,True,,,
BE,2023-01-15,7.17,5.76,10.16,-2.99,False,,,
BE,2023-01-16,5.67,4.31,10.17,-4.5,False,,,
BE,2023-01-17,3.41,-0.35,10.16,-6.75,False,,,
BE,2023-01-18,3.95,0.09,10.14,-6.19,False,,,
BE,2023-01-19,3.32,0.76,10.16,-6.84,False,,,
BE,2023-01-20,4.79,1.21,10.25,-5.46,False,,,
BE,2023-01-21,1.01,-0.55,10.37,-9.36,False,,,
BE,2023-01-22,1.13,0.05,10.62,-9.49,False,,,
BE,2023-01-23,3.8,1.77,10.62,-6.82,False,,,
BE,2023-01-24,2.57,1.34,10.81,-8.24,False,,,
BE,2023-01-25,0.02,-0.86,11.14,-11.12,False,,,
BE,2023-01-26,6.26,2.72,11.31,-5.05,False,,,
BE,2023-01-27,4.39,3.36,11.31,-6.92,False,,,
BE,2023-01-28,3.33,1.29,11.31,-7.98,False,,,
BE,2023-01-29,5.4,1.78,11.29,-5.89,False,,,
BE,2023-01-30,8.15,5.81,11.31,-3.16,False,,,
BE,2023-01-31,7.95,5.32,11.29,-3.34,False,,,
BE,2023-02-01,8.75,6.2,11.24,-2.49,False,,,
BE,2023-02-02,9.13,7.75,11.29,-2.16,False,,,
BE,2023-02-03,10.34,9.03,11.3,-0.96,False,,,
BE,2023-02-04,8.99,7.89,11.25,-2.26,False,,,
BE,2023-02-05,7.88,6.05,11.06,-3.18,False,,,
BE,2023-02-06,6.5,2.34,11.03,-4.53,False,,,
BE,2023-02-07,4.82,0.02,11.48,-6.66,False,,,
BE,2023-02-08,6.7,0.13,11.78,-5.08,False,,,
BE,2023-02-09,5.91,1.65,12.02,-6.11,False,,,
BE,2023-02-10,7.37,4.14,12.04,-4.67,False,,,
BE,2023-02-11,8.57,6.19,12.23,-3.66,False,,,
BE,2023-02-12,8.26,6.48,12.23,-3.97,False,,,
BE,2023-02-13,11.49,5.18,12.29,-0.8,False,,,
BE,2023-02-14,12.01,5.12,12.46,-0.45,False,,,
BE,2023-02-15,11.51,5.31,13.02,-1.51,False,,,
BE,2023-02-16,10.32,7.59,13.07,-2.75,False,,,
BE,2023-02-17,12.04,10.56,13.15,-1.11,False,,,
BE,2023-02-18,10.89,10.11,13.25,-2.36,False,,,
BE,2023-02-19,9.83,8.09,13.49,-3.66,False,,,
BE,2023-02-20,9.77,7.53,13.54,-3.77,False,,,
BE,2023-02-21,8.2,6.07,13.51,-5.31,False,,,
BE,2023-02-22,11.4,7.08,13.51,-2.11,False,,,
BE,2023-02-23,8.73,7.05,13.21,-4.48,False,,,
BE,2023-02-24,6.49,4.03,13.15,-6.66,False,,,
BE,2023-02-25,7.04,3.8,13.12,-6.08,False,,,
BE,2023-02-26,4.83,1.28,12.96,-8.13,False,,,
BE,2023-02-27,5.72,1.36,13.12,-7.4,False,,,
BE,2023-02-28,5.08,0.89,13.21,-8.13,False,,,
BE,2023-03-01,5.87,0.79,13.45,-7.58,False,,,
BE,2023-03-02,8.35,2.34,13.95,-5.6,False,,,
BE,2023-03-03,5.83,2.28,14.52,-8.69,False,,,
BE,2023-03-04,7.15,4.76,14.55,-7.4,False,,,
BE,2023-03-05,5.16,3.68,14.55,-9.39,False,,,
BE,2023-03-06,6.68,3.93,14.74,-8.06,False,,,
BE,2023-03-07,4.98,3.16,14.78,-9.8,False,,,
BE,2023-03-08,3.96,1.78,15.16,-11.2,False,,,
BE,2023-03-09,11.93,6.37,15.29,-3.36,False,,,
BE,2023-03-10,9.68,5.84,15.6,-5.92,False,,,
BE,2023-03-11,6.39,2.55,15.64,-9.25,False,,,
BE,2023-03-12,12.26,8.51,15.8,-3.54,False,,,
BE,2023-03-13,16.29,12.92,16.07,0.22,True,,,
BE,2023-03-14,9.94,6.2,16.2,-6.26,False,,,
BE,2023-03-15,8.23,4.6,16.24,-8.01,False,,,
BE,2023-03-16,13.27,9.35,16.21,-2.94,False,,,
BE,2023-03-17,17.06,12.0,16.2,0.86,True,,,
BE,2023-03-18,15.36,11.15,16.07,-0.71,False,,,
BE,2023-03-19,12.06,8.67,16.07,-4.01,False,,,
BE,2023-03-20,11.0,7.51,16.24,-5.24,False,,,
BE,2023-03-21,13.17,10.64,16.27,-3.1,False,,,
BE,2023-03-22,11.81,10.37,16.55,-4.74,False,,,
BE,2023-03-23,14.98,12.34,16.91,-1.93,False,,,
BE,2023-03-24,13.47,10.81,17.16,-3.69,False,,,
BE,2023-03-25,11.86,9.29,17.38,-5.52,False,,,
BE,2023-03-26,8.57,7.15,17.48,-8.91,False,,,
BE,2023-03-27,7.14,4.1,17.9,-10.76,False,,,
BE,2023-03-28,9.79,4.36,17.79,-8.0,False,,,
BE,2023-03-29,15.44,11.79,18.01,-2.57,False,,,
BE,2023-03-30,14.99,12.71,18.34,-3.35,False,,,
BE,2023-03-31,12.14,10.42,19.06,-6.92,False,,,
BE,2023-04-01,9.78,8.82,19.28,-9.5,False,,,
BE,2023-04-02,8.27,5.83,19.52,-11.25,False,,,
BE,2023-04-03,9.53,4.64,19.88,-10.35,False,,,
BE,2023-04-04,9.29,3.97,19.94,-10.65,False,,,
BE,2023-04-05,11.25,5.58,20.39,-9.14,False,,,
BE,2023-04-06,10.21,7.24,20.44,-10.23,False,,,
BE,2023-04-07,10.4,7.81,20.18,-9.78,False,,,
BE,2023-04-08,12.75,8.57,20.15,-7.4,False,,,
BE,2023-04-09,14.86,9.67,20.18,-5.32,False,,,
BE,2023-04-10,15.11,10.65,20.18,-5.07,False,,,
BE,2023-04-11,12.71,9.56,20.21,-7.5,False,,,
BE,2023-04-12,11.32,8.77,20.39,-9.07,False,,,
BE,2023-04-13,12.89,8.55,20.51,-7.62,False,,,
BE,2023-04-14,13.19,8.32,20.79,-7.6,False,,,
BE,2023-04-15,14.45,9.37,21.06,-6.61,False,,,
BE,2023-04-16,10.22,8.24,21.06,-10.84,False,,,
BE,2023-04-17,13.65,9.76,21.46,-7.81,False,,,
BE,2023-04-18,12.96,9.33,21.49,-8.53,False,,,
BE,2023-04-19,15.07,10.65,21.47,-6.4,False,,,
BE,2023-04-20,10.19,7.39,20.94,-10.75,False,,,
BE,2023-04-21,15.6,9.44,20.94,-5.34,False,,,
BE,2023-04-22,12.24,8.6,21.32,-9.08,False,,,
BE,2023-04-23,13.88,10.69,21.32,-7.44,False,,,
BE,2023-04-24,11.64,8.88,21.47,-9.83,False,,,
BE,2023-04-25,10.11,7.07,21.52,-11.41,False,,,
BE,2023-04-26,9.98,5.96,21.47,-11.49,False,,,
BE,2023-04-27,13.47,8.36,21.32,-7.85,False,,,
BE,2023-04-28,15.83,12.52,20.97,-5.14,False,,,
BE,2023-04-29,14.23,10.32,20.97,-6.74,False,,,
BE,2023-04-30,17.27,11.98,20.85,-3.58,False,,,
BE,2023-05-01,16.35,12.45,20.97,-4.62,False,,,
BE,2023-05-02,14.44,10.12,21.85,-7.41,False,,,
BE,2023-05-03,15.45,9.89,21.95,-6.5,False,,,
BE,2023-05-04,22.69,15.23,22.87,-0.18,False,,,
BE,2023-05-05,18.03,14.3,23.06,-5.03,False,,,
BE,2023-05-06,18.77,14.34,23.4,-4.63,False,,,
BE,2023-05-07,17.48,14.23,23.4,-5.92,False,,,
BE,2023-05-08,17.16,13.85,23.4,-6.24,False,,,
BE,2023-05-09,14.59,13.42,23.4,-8.81,False,,,
BE,2023-05-10,15.45,12.37,23.86,-8.41,False,,,
BE,2023-05-11,16.48,12.61,23.92,-7.44,False,,,
BE,2023-05-12,18.24,13.69,23.96,-5.72,False,,,
BE,2023-05-13,20.96,15.17,24.0,-3.04,False,,,
BE,2023-05-14,18.62,12.86,24.0,-5.38,False,,,
BE,2023-05-15,15.54,10.4,24.02,-8.48,False,,,
BE,2023-05-16,13.97,10.25,23.96,-9.99,False,,,
BE,2023-05-17,15.37,10.58,23.61,-8.24,False,,,
BE,2023-05-18,15.02,10.31,23.61,-8.59,False,,,
BE,2023-05-19,18.33,12.92,23.61,-5.28,False,,,
BE,2023-05-20,19.45,15.0,23.61,-4.16,False,,,
BE,2023-05-21,20.51,15.58,23.72,-3.21,False,,,
BE,2023-05-22,18.83,14.36,23.97,-5.14,False,,,
BE,2023-05-23,16.22,12.82,24.02,-7.8,False,,,
BE,2023-05-24,16.31,11.61,24.08,-7.77,False,,,
BE,2023-05-25,17.07,13.13,24.45,-7.38,False,,,
BE,2023-05-26,18.08,12.97,24.59,-6.51,False,,,
BE,2023-05-27,21.52,14.82,24.59,-3.07,False,,,
BE,2023-05-28,22.81,16.61,25.39,-2.58,False,,,
BE,2023-05-29,18.48,13.99,25.39,-6.91,False,,,
BE,2023-05-30,19.53,13.93,25.57,-6.04,False,,,
BE,2023-05-31,23.83,17.31,25.75,-1.92,False,,,
BE,2023-06-01,20.23,14.63,25.75,-5.52,False,,,
BE,2023-06-02,17.9,13.77,25.87,-7.97,False,,,
BE,2023-06-03,22.05,16.8,25.78,-3.73,False,,,
BE,2023-06-04,23.16,17.16,25.87,-2.71,False,,,
BE,2023-06-05,23.03,16.64,26.11,-3.08,False,,,
BE,2023-06-06,23.59,16.99,26.18,-2.59,False,,,
BE,2023-06-07,23.25,18.25,26.38,-3.13,False,,,
BE,2023-06-08,25.39,19.62,26.56,-1.17,False,,,
BE,2023-06-09,28.51,22.76,26.58,1.93,True,BE-2023-06-09,1,5
BE,2023-06-10,29.97,24.53,26.61,3.36,True,BE-2023-06-09,2,5
BE,2023-06-11,29.91,24.68,27.26,2.65,True,BE-2023-06-09,3,5
BE,2023-06-12,29.81,24.3,27.52,2.29,True,BE-2023-06-09,4,5
BE,2023-06-13,28.22,23.24,28.14,0.08,True,BE-2023-06-09,5,5
BE,2023-06-14,26.55,21.78,28.37,-1.82,False,,,
BE,2023-06-15,26.6,21.1,28.39,-1.79,False,,,
BE,2023-06-16,26.33,20.84,28.39,-2.06,False,,,
BE,2023-06-17,27.51,22.08,28.4,-0.89,False,,,
BE,2023-06-18,25.94,21.24,28.63,-2.69,False,,,
BE,2023-06-19,25.0,20.87,28.63,-3.63,False,,,
BE,2023-06-20,28.37,21.7,28.39,-0.02,False,,,
BE,2023-06-21,25.1,20.93,28.37,-3.27,False,,,
BE,2023-06-22,23.27,18.81,28.37,-5.1,False,,,
BE,2023-06-23,24.88,19.84,28.48,-3.6,False,,,
BE,2023-06-24,26.14,20.21,28.63,-2.49,False,,,
BE,2023-06-25,30.3,23.83,28.76,1.54,True,,,
BE,2023-06-26,22.24,19.49,28.76,-6.52,False,,,
BE,2023-06-27,21.99,18.36,28.76,-6.77,False,,,
BE,2023-06-28,22.46,19.38,28.49,-6.03,False,,,
BE,2023-06-29,22.02,18.97,28.4,-6.38,False,,,
BE,2023-06-30,21.76,17.54,28.3,-6.54,False,,,
BE,2023-07-01,20.12,17.91,28.4,-8.28,False,,,
BE,2023-07-02,20.65,17.56,28.06,-7.41,False,,,
BE,2023-07-03,20.61,16.96,27.72,-7.11,False,,,
BE,2023-07-04,21.08,17.23,27.68,-6.6,False,,,
BE,2023-07-05,19.8,15.84,27.68,-7.88,False,,,
BE,2023-07-06,21.35,16.92,27.74,-6.39,False,,,
BE,2023-07-07,27.73,21.5,27.14,0.59,True,,,
BE,2023-07-08,31.13,24.13,26.95,4.18,True,,,
BE,2023-07-09,26.06,22.04,26.75,-0.69,False,,,
BE,2023-07-10,25.74,20.5,26.75,-1.01,False,,,
BE,2023-07-11,27.94,22.3,26.94,1.0,True,,,
BE,2023-07-12,22.48,18.64,27.26,-4.78,False,,,
BE,2023-07-13,21.58,17.93,27.75,-6.17,False,,,
BE,2023-07-14,25.38,20.36,27.75,-2.37,False,,,
BE,2023-07-15,25.38,21.45,27.7,-2.32,False,,,
BE,2023-07-16,21.83,18.37,27.93,-6.1,False,,,
BE,2023-07-17,21.12,17.49,28.31,-7.19,False,,,
BE,2023-07-18,24.44,18.54,28.55,-4.11,False,,,
BE,2023-07-19,21.15,17.83,28.68,-7.53,False,,,
BE,2023-07-20,21.65,17.55,29.09,-7.44,False,,,
BE,2023-07-21,20.35,16.57,29.09,-8.74,False,,,
BE,2023-07-22,20.55,16.85,29.09,-8.54,False,,,
BE,2023-07-23,20.95,17.98,29.44,-8.49,False,,,
BE,2023-07-24,20.77,17.39,29.44,-8.67,False,,,
BE,2023-07-25,18.85,15.61,29.44,-10.59,False,,,
BE,2023-07-26,20.82,16.68,28.99,-8.17,False,,,
BE,2023-07-27,18.83,17.37,28.39,-9.56,False,,,
BE,2023-07-28,23.24,19.5,28.39,-5.15,False,,,
BE,2023-07-29,21.87,18.37,28.39,-6.52,False,,,
BE,2023-07-30,21.07,17.09,28.96,-7.89,False,,,
BE,2023-07-31,19.15,17.41,28.96,-9.81,False,,,
BE,2023-08-01,19.8,17.1,28.39,-8.59,False,,,
BE,2023-08-02,22.08,17.85,27.87,-5.79,False,,,
BE,2023-08-03,18.12,16.16,27.87,-9.75,False,,,
BE,2023-08-04,19.95,15.91,28.92,-8.97,False,,,
BE,2023-08-05,16.99,14.74,29.68,-12.69,False,,,
BE,2023-08-06,15.93,14.32,30.89,-14.96,False,,,
BE,2023-08-07,18.66,15.33,31.26,-12.6,False,,,
BE,2023-08-08,18.37,15.61,30.89,-12.52,False,,,
BE,2023-08-09,20.5,17.19,30.89,-10.39,False,,,
BE,2023-08-10,23.52,18.4,30.89,-7.37,False,,,
BE,2023-08-11,25.86,20.65,30.56,-4.7,False,,,
BE,2023-08-12,22.85,19.95,30.47,-7.62,False,,,
BE,2023-08-13,21.87,18.53,30.47,-8.6,False,,,
BE,2023-08-14,25.63,20.11,29.99,-4.36,False,,,
BE,2023-08-15,23.43,19.49,28.76,-5.33,False,,,
BE,2023-08-16,23.18,19.36,28.52,-5.34,False,,,
BE,2023-08-17,21.6,18.84,28.87,-7.27,False,,,
BE,2023-08-18,26.37,21.52,29.62,-3.25,False,,,
BE,2023-08-19,25.7,23.26,28.78,-3.08,False,,,
BE,2023-08-20,26.02,21.19,28.52,-2.5,False,,,
BE,2023-08-21,25.28,20.64,28.23,-2.95,False,,,
BE,2023-08-22,23.81,19.5,27.94,-4.13,False,,,
BE,2023-08-23,25.88,20.21,27.94,-2.06,False,,,
BE,2023-08-24,25.63,21.01,27.94,-2.31,False,,,
BE,2023-08-25,23.0,19.22,28.23,-5.23,False,,,
BE,2023-08-26,20.02,16.29,28.23,-8.21,False,,,
BE,2023-08-27,19.01,15.53,27.94,-8.93,False,,,
BE,2023-08-28,19.53,15.53,27.75,-8.22,False,,,
BE,2023-08-29,19.4,15.55,28.23,-8.83,False,,,
BE,2023-08-30,18.17,14.9,28.45,-10.28,False,,,
BE,2023-08-31,19.0,14.64,28.48,-9.48,False,,,
BE,2023-09-01,21.92,17.34,28.45,-6.53,False,,,
BE,2023-09-02,23.5,18.65,27.68,-4.18,False,,,
BE,2023-09-03,23.8,18.67,27.02,-3.22,False,,,
BE,2023-09-04,25.66,19.46,26.85,-1.19,False,,,
BE,2023-09-05,28.86,21.98,26.82,2.04,True,BE-2023-09-05,1,7
BE,2023-09-06,29.37,22.59,26.82,2.55,True,BE-2023-09-05,2,7
BE,2023-09-07,28.57,22.03,26.85,1.72,True,BE-2023-09-05,3,7
BE,2023-09-08,29.2,23.06,26.86,2.34,True,BE-2023-09-05,4,7
BE,2023-09-09,30.14,24.11,26.82,3.32,True,BE-2023-09-05,5,7
BE,2023-09-10,31.15,25.34,26.51,4.64,True,BE-2023-09-05,6,7
BE,2023-09-11,26.72,22.59,26.51,0.21,True,BE-2023-09-05,7,7
BE,2023-09-12,24.45,19.86,26.73,-2.28,False,,,
BE,2023-09-13,20.93,17.92,26.33,-5.4,False,,,
BE,2023-09-14,21.58,16.62,25.88,-4.3,False,,,
BE,2023-09-15,23.55,17.93,24.95,-1.4,False,,,
BE,2023-09-16,24.93,18.9,24.58,0.35,True,,,
BE,2023-09-17,22.93,19.91,24.2,-1.27,False,,,
BE,2023-09-18,22.54,19.0,24.11,-1.57,False,,,
BE,2023-09-19,19.73,17.24,23.81,-4.08,False,,,
BE,2023-09-20,21.24,19.17,23.68,-2.44,False,,,
BE,2023-09-21,20.93,16.47,23.56,-2.63,False,,,
BE,2023-09-22,16.11,13.04,23.55,-7.44,False,,,
BE,2023-09-23,17.02,12.75,23.51,-6.49,False,,,
BE,2023-09-24,18.99,14.16,23.27,-4.28,False,,,
BE,2023-09-25,20.5,16.22,23.21,-2.71,False,,,
BE,2023-09-26,22.55,16.78,22.87,-0.32,False,,,
BE,2023-09-27,23.5,18.38,22.14,1.36,True,,,
BE,2023-09-28,20.15,17.7,21.35,-1.2,False,,,
BE,2023-09-29,20.31,17.12,21.06,-0.75,False,,,
BE,2023-09-30,18.48,14.47,20.63,-2.15,False,,,
BE,2023-10-01,23.0,17.75,20.63,2.37,True,,,
BE,2023-10-02,25.02,19.92,20.63,4.39,True,,,
BE,2023-10-03,21.97,16.95,20.63,1.34,True,,,
BE,2023-10-04,17.11,13.93,20.63,-3.52,False,,,
BE,2023-10-05,17.79,14.12,20.49,-2.7,False,,,
BE,2023-10-06,19.77,14.84,20.63,-0.86,False,,,
BE,2023-10-07,21.57,17.06,20.77,0.8,True,,,
BE,2023-10-08,21.54,16.7,21.25,0.29,True,,,
BE,2023-10-09,21.03,16.14,21.54,-0.51,False,,,
BE,2023-10-10,23.03,17.24,21.51,1.52,True,,,
BE,2023-10-11,21.57,17.94,21.51,0.06,True,,,
BE,2023-10-12,17.98,16.6,21.51,-3.53,False,,,
BE,2023-10-13,23.18,19.27,21.51,1.67,True,,,
BE,2023-10-14,15.49,11.34,21.13,-5.64,False,,,
BE,2023-10-15,10.72,7.98,21.09,-10.37,False,,,
BE,2023-10-16,12.09,7.92,21.03,-8.94,False,,,
BE,2023-10-17,13.07,9.19,20.66,-7.59,False,,,
BE,2023-10-18,17.01,12.41,20.43,-3.42,False,,,
BE,2023-10-19,18.89,16.19,20.22,-1.33,False,,,
BE,2023-10-20,15.48,14.24,20.22,-4.74,False,,,
BE,2023-10-21,14.69,13.19,19.83,-5.14,False,,,
BE,2023-10-22,14.71,11.99,19.49,-4.78,False,,,
BE,2023-10-23,13.57,10.39,19.46,-5.89,False,,,
BE,2023-10-24,13.81,11.19,18.78,-4.97,False,,,
BE,2023-10-25,12.54,10.36,18.72,-6.18,False,,,
BE,2023-10-26,12.63,9.75,18.43,-5.8,False,,,
BE,2023-10-27,13.4,11.14,17.98,-4.58,False,,,
BE,2023-10-28,14.47,11.87,17.74,-3.27,False,,,
BE,2023-10-29,15.01,13.09,17.61,-2.6,False,,,
BE,2023-10-30,13.72,11.46,17.62,-3.9,False,,,
BE,2023-10-31,12.7,10.24,17.62,-4.92,False,,,
BE,2023-11-01,14.59,12.0,17.57,-2.98,False,,,
BE,2023-11-02,12.61,10.89,17.53,-4.92,False,,,
BE,2023-11-03,11.53,8.66,17.23,-5.7,False,,,
BE,2023-11-04,11.52,9.3,16.48,-4.96,False,,,
BE,2023-11-05,11.52,10.1,16.47,-4.95,False,,,
BE,2023-11-06,11.36,9.41,16.19,-4.83,False,,,
BE,2023-11-07,11.09,8.55,16.02,-4.93,False,,,
BE,2023-11-08,11.0,9.19,15.79,-4.79,False,,,
BE,2023-11-09,11.59,9.36,15.46,-3.87,False,,,
BE,2023-11-10,9.32,7.63,15.32,-6.0,False,,,
BE,2023-11-11,8.97,6.37,15.3,-6.33,False,,,
BE,2023-11-12,8.82,5.82,15.19,-6.37,False,,,
BE,2023-11-13,15.19,11.6,15.09,0.1,True,,,
BE,2023-11-14,12.09,10.69,14.89,-2.8,False,,,
BE,2023-11-15,12.04,9.28,14.43,-2.39,False,,,
BE,2023-11-16,8.35,6.56,14.19,-5.84,False,,,
BE,2023-11-17,8.76,6.23,14.14,-5.38,False,,,
BE,2023-11-18,13.48,9.17,14.14,-0.66,False,,,
BE,2023-11-19,13.43,11.87,13.97,-0.54,False,,,
BE,2023-11-20,11.17,8.93,13.82,-2.65,False,,,
BE,2023-11-21,11.48,8.27,13.08,-1.6,False,,,
BE,2023-11-22,7.77,4.55,12.95,-5.18,False,,,
BE,2023-11-23,11.53,9.94,12.36,-0.83,False,,,
BE,2023-11-24,10.83,6.82,12.29,-1.46,False,,,
BE,2023-11-25,6.86,4.97,12.18,-5.32,False,,,
BE,2023-11-26,6.22,4.97,12.02,-5.8,False,,,
BE,2023-11-27,7.74,5.32,11.73,-3.99,False,,,
BE,2023-11-28,2.99,1.44,11.57,-8.58,False,,,
BE,2023-11-29,4.85,1.81,11.73,-6.88,False,,,
BE,2023-11-30,3.22,0.82,11.73,-8.51,False,,,
BE,2023-12-01,0.78,-0.81,11.55,-10.77,False,,,
BE,2023-12-02,1.31,-1.95,11.57,-10.26,False,,,
BE,2023-12-03,3.09,0.39,11.55,-8.46,False,,,
BE,2023-12-04,5.97,3.78,11.55,-5.58,False,,,
BE,2023-12-05,6.0,4.13,11.3,-5.3,False,,,
BE,2023-12-06,6.59,2.95,11.26,-4.67,False,,,
BE,2023-12-07,5.3,3.03,11.22,-5.92,False,,,
BE,2023-12-08,8.7,6.34,11.16,-2.46,False,,,
BE,2023-12-09,11.58,7.91,11.2,0.38,True,,,
BE,2023-12-10,11.16,9.39,11.17,-0.01,False,,,
BE,2023-12-11,10.67,8.91,11.55,-0.88,False,,,
BE,2023-12-12,11.09,8.27,11.86,-0.77,False,,,
BE,2023-12-13,8.62,7.46,12.2,-3.58,False,,,
BE,2023-12-14,7.02,5.97,12.35,-5.33,False,,,
BE,2023-12-15,9.05,5.85,12.49,-3.44,False,,,
BE,2023-12-16,9.17,6.76,12.75,-3.58,False,,,
BE,2023-12-17,9.02,6.76,12.49,-3.47,False,,,
BE,2023-12-18,5.23,4.03,12.49,-7.26,False,,,
BE,2023-12-19,8.69,7.04,12.75,-4.06,False,,,
BE,2023-12-20,9.25,7.04,12.76,-3.51,False,,,
BE,2023-12-21,12.21,9.76,12.76,-0.55,False,,,
BE,2023-12-22,9.42,8.48,12.83,-3.41,False,,,
BE,2023-12-23,10.35,9.03,12.87,-2.52,False,,,
BE,2023-12-24,11.84,10.79,13.14,-1.3,False,,,
BE,2023-12-25,11.83,11.06,13.14,-1.31,False,,,
BE,2023-12-26,10.67,8.23,13.11,-2.44,False,,,
BE,2023-12-27,10.15,8.71,12.85,-2.7,False,,,
BE,2023-12-28,10.94,9.89,12.79,-1.85,False,,,
BE,2023-12-29,10.91,9.39,12.46,-1.55,False,,,
BE,2023-12-30,10.26,8.23,12.25,-1.99,False,,,
BE,2023-12-31,10.22,8.74,12.21,-1.99,False,,,
BE,2024-01-01,8.8,7.11,11.98,-3.18,False,,,
BE,2024-01-02,11.89,10.53,12.21,-0.32,False,,,
BE,2024-01-03,10.13,8.81,12.21,-2.08,False,,,
BE,2024-01-04,9.52,8.03,11.98,-2.46,False,,,
BE,2024-01-05,9.19,7.09,11.9,-2.71,False,,,
BE,2024-01-06,6.48,4.66,11.81,-5.33,False,,,
BE,2024-01-07,2.84,0.35,11.68,-8.84,False,,,
BE,2024-01-08,-0.87,-2.75,11.41,-12.28,False,,,
BE,2024-01-09,-0.77,-3.8,11.37,-12.14,False,,,
BE,2024-01-10,-0.52,-3.97,11.02,-11.54,False,,,
BE,2024-01-11,0.46,-2.67,10.93,-10.47,False,,,
BE,2024-01-12,3.88,1.4,10.81,-6.93,False,,,
BE,2024-01-13,3.83,2.03,10.38,-6.55,False,,,
BE,2024-01-14,1.59,0.73,10.26,-8.67,False,,,
BE,2024-01-15,2.77,0.82,10.16,-7.39,False,,,
BE,2024-01-16,1.53,-1.47,10.17,-8.64,False,,,
BE,2024-01-17,-0.4,-2.02,10.16,-10.56,False,,,
BE,2024-01-18,1.97,-2.3,10.14,-8.17,False,,,
BE,2024-01-19,2.12,-1.55,10.16,-8.04,False,,,
BE,2024-01-20,-0.22,-2.5,10.25,-10.47,False,,,
BE,2024-01-21,7.51,3.37,10.37,-2.86,False,,,
BE,2024-01-22,10.62,8.95,10.62,-0.0,False,,,
BE,2024-01-23,12.75,7.39,10.62,2.13,True,,,
BE,2024-01-24,12.83,10.14,10.81,2.02,True,,,
BE,2024-01-25,10.14,7.11,11.14,-1.0,False,,,
BE,2024-01-26,11.3,7.58,11.31,-0.01,False,,,
BE,2024-01-27,6.65,2.54,11.31,-4.66,False,,,
BE,2024-01-28,11.95,5.38,11.31,0.64,True,,,
BE,2024-01-29,11.52,7.85,11.29,0.23,True,,,
BE,2024-01-30,10.6,8.92,11.31,-0.71,False,,,
BE,2024-01-31,8.82,6.49,11.29,-2.47,False,,,
BE,2024-02-01,9.41,6.46,11.24,-1.83,False,,,
BE,2024-02-02,9.78,6.78,11.29,-1.51,False,,,
BE,2024-02-03,10.93,9.84,11.3,-0.37,False,,,
BE,2024-02-04,11.15,10.27,11.25,-0.1,False,,,
BE,2024-02-05,10.62,8.87,11.06,-0.44,False,,,
BE,2024-02-06,11.16,10.04,11.03,0.13,True,,,
BE,2024-02-07,10.31,5.44,11.48,-1.17,False,,,
BE,2024-02-08,11.83,6.46,11.78,0.05,True,,,
BE,2024-02-09,13.5,11.13,12.02,1.48,True,,,
BE,2024-02-10,12.82,10.0,12.04,0.78,True,,,
BE,2024-02-11,10.17,8.15,12.23,-2.06,False,,,
BE,2024-02-12,9.45,5.88,12.23,-2.78,False,,,
BE,2024-02-13,9.88,6.42,12.29,-2.41,False,,,
BE,2024-02-14,12.23,10.85,12.46,-0.23,False,,,
BE,2024-02-15,16.54,12.97,13.02,3.52,True,,,
BE,2024-02-16,13.17,11.52,13.07,0.1,True,,,
BE,2024-02-17,13.03,9.8,13.15,-0.12,False,,,
BE,2024-02-18,11.4,9.39,13.25,-1.85,False,,,
BE,2024-02-19,10.22,8.41,13.49,-3.27,False,,,
BE,2024-02-20,10.42,7.7,13.54,-3.12,False,,,
BE,2024-02-21,10.67,9.08,13.51,-2.84,False,,,
BE,2024-02-22,14.22,9.89,13.51,0.71,True,,,
BE,2024-02-23,8.1,5.29,13.21,-5.11,False,,,
BE,2024-02-24,7.05,4.53,13.15,-6.1,False,,,
BE,2024-02-25,9.97,6.63,13.12,-3.15,False,,,
BE,2024-02-26,6.15,5.21,12.96,-6.81,False,,,
BE,2024-02-27,9.14,4.53,13.12,-3.98,False,,,
BE,2024-02-28,9.51,5.8,13.21,-3.7,False,,,
BE,2024-02-29,9.28,8.09,13.21,-3.93,False,,,
BE,2024-03-01,9.45,7.44,13.45,-4.0,False,,,
BE,2024-03-02,11.43,7.83,13.95,-2.52,False,,,
BE,2024-03-03,9.96,7.27,14.52,-4.56,False,,,
BE,2024-03-04,10.66,6.22,14.55,-3.89,False,,,
BE,2024-03-05,8.86,5.25,14.55,-5.69,False,,,
BE,2024-03-06,10.81,5.38,14.74,-3.93,False,,,
BE,2024-03-07,10.16,5.86,14.78,-4.62,False,,,
BE,2024-03-08,11.7,6.24,15.16,-3.46,False,,,
BE,2024-03-09,14.54,9.97,15.29,-0.75,False,,,
BE,2024-03-10,11.35,9.02,15.6,-4.25,False,,,
BE,2024-03-11,8.45,7.57,15.64,-7.19,False,,,
BE,2024-03-12,10.69,8.33,15.8,-5.11,False,,,
BE,2024-03-13,13.36,11.22,16.07,-2.71,False,,,
BE,2024-03-14,16.71,12.19,16.2,0.51,True,,,
BE,2024-03-15,14.76,12.4,16.24,-1.48,False,,,
BE,2024-03-16,10.63,8.92,16.21,-5.58,False,,,
