measure_id,measure_name,section,description,public_money_spent,european_funding,private_money_spent,listed_in_2020_ltrs
NL_037,Energy performance compensation rent (EPV),3.1,"On 1 October 2023, the revision of the Lease Energy Performance Compensation Decree entered into force. For certain homes, a landlord can charge an energy performance fee (EPV). These are very well insulated homes with solar panels and a heat pump that deliver a guaranteed performance. The amount of the EPV is legally capped with the Decree on Energy Performance Compensation for Rent, so that the tenant keeps the same housing costs. With the EPV, landlords get more investment opportunities when building or renovating highly energy-efficient rental homes.",,,,
NL_038,Approach focused on non-residential construction,3.1,"This section discusses policies and measures for making Dutch non-residential buildings more sustainable. Subsidy schemes and other support programmes are discussed first, financing products for non-residential construction are explained, and standards and other relevant policy measures are discussed.",,,,
NL_039,Sustainable Social Real Estate Grant Scheme (DUMAVA),3.1,"The DUMAVA scheme is a subsidy scheme to help owners of social real estate meet the costs of sustainability. The scheme is intended for owners of buildings with a social function such as schools, community centres, healthcare institutions, municipal real estate and amateur sports associations. Social real estate owners can apply for up to three sustainability measures or an integrated project. Both forms can be combined with subsidies for energy advice and for drawing up an energy label after implementing the sustainability measures. Integrated projects are expected to have a level of ambition that is in line with the government's climate objectives. Owners receive additional subsidies when sustainability is achieved to a very high level of energy performance. In this way, we want to increase the pace for making social real estate more sustainable and contribute to national and European objectives, such as the renovation obligation in the Energy Efficiency Directive (Article 6). The grant scheme will be evaluated annually and, if necessary, adjusted prior to the next grant round. The evaluations show that there is a huge need for (financial) support for the sustainability task. The subsidy scheme is reopened annually. The scheme was opened for the first time in 2022. For 2022 and 2023, the subsidy scheme was financed from the Dutch Recovery and Resilience Plan. For the period 2024 to 2030, 1.9 billion euros have been made available from the Climate Fund.","€ 163,997,000",€0.00,N.B.,
NL_040,Sectoral roadmaps,3.1,"In the Dutch Climate Agreement (2019), agreements were made to work towards the climate targets for 2030 and 2050. For social real estate, it has been agreed that the sectors themselves determine the route to work towards these objectives. These twelve sectors (e.g. education, care, sport, local and regional authorities) in social real estate have agreed in the proposal for the Climate Agreement that they will make sectoral roadmaps in which it is clear how their real estate will become CO2 low towards 2050. A first version of the roadmaps was made in 2019. These sectoral roadmaps are a form of self-regulation, the Ministry of VRO only has a coordinating responsibility. In January 2020, the sector organisations submitted final roadmaps or additions to the previously submitted roadmaps. The purpose of the development in different scenarios was, among other things, to provide insight into the different investment questions at different sustainability rates for budgetary purposes at the relevant ministries. These scenarios have been used to identify the financial instruments needed. The first versions of the sectoral roadmaps showed, inter alia, bottlenecks in funding. In several sectoral roadmaps, the individual institutions within the sector have started to draw up portfolio roadmaps for their real estate. In 2025, the sectoral roadmaps were updated.",,,,
NL_041,Portfolio approach,3.1,"The portfolio approach is a new way of working for the energy savings obligation. Companies or institutions with 20 or more buildings in the Netherlands, spread over at least 2 environmental services, are eligible for the portfolio approach. The portfolio approach offers large organisations more flexibility and less administration. In return, their real estate must deliver over-statutory energy performance, expressed in Key Performance Indicators (KPI). A participating company or institution submits the energy-saving measures of its entire real estate portfolio to one coordinating inspector (CI). Portfolio roadmaps shall be included in the enforcement strategy for competent authorities. The portfolio approach has 32 participants after the start. These commit to achieving a reduction in fossil energy use of at least 5.5% per year. This should lead to higher energy savings than required by law. The portfolio roadmap must be submitted for assessment to Omgevingsdient NL. In that roadmap, the measures to be taken to achieve the reduction target must be specified at portfolio level over a period of four years.",,,,
NL_042,Unburdening,3.1,"Many owners of non-residential buildings lack the knowledge or the capacity to make their building more sustainable. To help them, two relief programmes are aimed at the small owners within social real estate and SMEs. These programmes support owners in creating a sustainability plan for their premises and eventual business process. These programmes are implemented by the provinces and run until 2027. 62 There are also programmes from different sectors, taking into account the specific challenges in that sector, such as for sport or for monuments. The relief programme for social real estate started in 2021 and a second tranche of the scheme was opened to provinces in 2022. All 12 provinces make use of the national contribution. The objective is to provide support to 2,850 owners until May 1, 2027. More than 1550 owners are already taking part in a carefree process. There are resources to continue the relief programme until 2030. In its design, the requirements of the EPBD-IV aimed at informing and unburdening building owners61 are taken into account. In February 2024, the Dedicated Allowance Unburdening Sustainability Small and Micro SMEs and business parks were published. Here, provinces were able to apply for funds to set up two programmes: the SME Care Programme and the Sustainable Business Areas Programme. Approximately €50 million is available for both programmes. The SME Care Programme aims to support small and micro SMEs in making their lives more sustainable. The Sustainability Business Parks Programme is aimed at increasing the degree of organisation on business parks for the purpose of sustainability. The application has been accepted from all provinces. On 1 May, the provinces started implementing both programmes, which run until 1 May 2027 with the aim of helping a total of 5700 SMEs and 650 business parks to become more sustainable. The funds for both programmes are available for guidance and advice, not for the financing of the measures themselves. Each province gives its own interpretation to the programmes and makes the choice itself which small SMEs and business parks they can unburden within the programme.",,,,
NL_043,Knowledge and Innovation Platform Sustainability Social Real Estate,3.1,"The Knowledge and Innovation Platform for Sustainable Social Real Estate (KIP-MV) was established in 2019 to support the sustainability of buildings in the social sector. The platform stimulates energy savings, improving energy performance and the use of sustainable energy from social real estate and promotes innovation. The platform does this by developing and disseminating knowledge. Within the KIP-MV, knowledge parties from the healthcare, sports, monuments, museums, education and municipalities join forces and exchange information, examples, knowledge and innovations. The two objectives of the Platform are: - Achieving demand and knowledge articulation with regard to the sustainability of social real estate - Collaboration and synergy between sectors.",,,,
NL_044,Financing for social real estate,3.1,"In order to bring forward investments in the sustainability of buildings and installations, appropriate financing is desirable. We are currently working on low-threshold loans for making social real estate more sustainable.62 The government is making a contribution to the National Renovation Fund, the BNG Sustainability Fund and the Regional Energy Funds. In order to promote access to finance for integrated projects and area-oriented solutions linked to social real estate, a social real estate guarantee fund is being developed. Through Qredits, SMEs have access to easily accessible and attractive loans of up to € 50,000 to make energy use more sustainable (see SME Sustainability Loan on www.qredits.nl).",,,,
NL_045,The Schools Energy Savings Loan of the National Heat Fund,3.1,"In 2019, Stichting Nationaal Warmtefonds started a pilot with loans for making PO and VO schools more sustainable. In the period 2019 to 2022, loans were granted to around twenty schools for a total of more than 2.5 million euros. No loans have been granted to schools since 2023. If a new application is received, Warmtefonds will process it. The Schools Energy Savings Loan can be used for facade insulation, cavity wall insulation, roof insulation, solar panels, LED lighting and energy management systems.",,,,
NL_046,Energy Savings Fund for SMEs,3.1,"Invest-NL has carried out research into how the threshold for financing energy-saving measures for SMEs can be removed. The study shows that the costs of the mandatory energy-saving measures amount to approximately € 16,500 per company. Due to this relatively small financing need, and a lack of collateral, it is challenging for SMEs to find financing with an affordable interest rate. About 11% of SMEs indicate that they do not have access to external financing before or now. Combined with CBS data, this indicates a total of around 11,000 SMEs. To remove this threshold, InvestNL proposes an Energy Savings Fund to support SMEs by providing loans for both mandatory and other energy-saving measures. By linking uniform conditions to the loans and using the arithmetic interest rate for the energy savings obligation, SMEs throughout the Netherlands would then have access to – and certainty about – external financing, the interest costs of which correspond to the arithmetic interest rate used when determining the payback period for the energy savings obligation. Within the Climate Fund, € 150 million has been earmarked to support SMEs in energy saving. Of this, € 100 million has been earmarked for a possible energy savings fund. The government takes the results of InvestNL's research into the decision-making on the use of the funds. For the remaining € 50 million, an unburdening programme for sustainability in general for energy-intensive SMEs (€ 25 million) and financing of sustainability loans for small SMEs through Qredits (€ 25 million, of which € 10 million has already been granted). The relief programme supports SMEs with advice and implementation of sustainability measures. Qredits provides cheap sustainability loans to entrepreneurs who are not subject to the energy savings obligation.",,,,
NL_047,Final standard 2050 non-residential construction,3.1,"The Netherlands has already included requirements for the energy performance of new buildings in the building regulations, the so-called NZEB standard (Almost Energy Neutral Buildings). The Netherlands has not yet included any requirements for existing buildings. Chapter 5 discusses how the Netherlands will determine the requirements and limit values for Zero Emission Buildings (ZEB). Member States have the possibility to set different limit values for existing buildings than for new buildings. By including this standard in the Bbl, all parties have clarity about what the building stock must meet in 2050. These standards apply to the entire non- residential building and are not yet mandatory. Until the new ZEB limit values have been set, the renovation standard for non-residential buildings will be applied. The renovation standard (energy label A++ or A+++) is an existing, voluntary guideline for the desired energy performance of a building in 2050. This renovation standard is already being stimulated through existing instruments, for example because renovations to this standard receive a higher percentage of subsidy within the DUMAVA.63",,,,
NL_048,Energy label C-obligation offices,3.1,"As part of the implementation of the EPBD IV, the Netherlands will introduce new minimum energy performance requirements for non-residential buildings. See also Chapter 6. Since 1 January 2023, every office building in the Netherlands must already have a minimum energy label C.64 If the building does not meet the requirements, it may no longer be used as an office. The energy label C obligation shall not apply where:",,,,
NL_049,Energy savings objectives stemming from the EED Directive Articles 5 and 6,3.1,"The renewed Energy Efficiency Directive (EDD) requires Member States to reduce energy consumption. Public authorities should play an exemplary role in this regard. The EED imposes obligations on Member States to reduce the energy use of public bodies (Article 5) and to achieve the sustainability of public bodies’ buildings (Article 6). Article 6 states that 3% of the total floor area of heated and/or cooled buildings with a floor area larger than 250 m2 owned by public bodies must be renovated annually into nearly zero-energy buildings or zero-emission buildings. Until the ZEB standard for existing construction has been established, the renovation standard for non- residential buildings will be applied. The renovation standard corresponds to energy label A++ or A+++ (depending on the use function of a building education, sports, shop, office, etc.) which goes hand in hand with low energy consumption. It is a voluntary standard for the desired energy performance of a building in 2050. Energy saving obligation and recognised lists of measures (EML) An energy saving obligation has been included in the Environmental Management Act since 1993. The energy saving obligation is a legal obligation for companies and institutions that consume more than 50,000 kWh of electricity or 25,000 m³ of natural gas annually. They must implement all energy-saving measures with a payback period of up to five years, including measures that reduce CO₂ emissions. The recognised list of measures (EML) was updated for the second round in 2023. The update unlocks greater savings potential because more savings measures meet the five-year payback period, including the hybrid heat pump. It is therefore mandatory since 1 July 2023 for companies and organisations where a hybrid heat pump earns itself back within 5 years at an independent moment to install a hybrid heat pump. The government has decided to tighten the energy saving obligation by increasing the payback period to seven years in 2027. The competent authority (the ILT and SodM, provinces and municipalities and the regional implementation and environmental services mandated by them) is responsible for monitoring and enforcing the energy savings obligation.",,,,
NL_050,Addressing renewable energy sources in and on buildings,3.1,,,,,
NL_051,Solar PV: preferably on roofs and facades,3.1,"With the tightening of the preferential solar order, as agreed administratively in October 2023 between the government, Interprovincial Consultation (IPO), Association of Dutch Municipalities (VNG), the Union of Water Boards (UvW) and Netbeheer Nederland (NBNL), the Netherlands puts on solar PV according to the steps of the preferential solar order:",,,,
NL_052,Program Sun-on-Rijksdaken,3.1,"The government is filling in the mandatory exemplary role of public buildings for the generation of renewable energy through, among other things, the programme Zon op Rijksdaken. The government is implementing the administrative agreements to use 80 percent of the suitable government roofs in 2030 for a second function, such as the generation of renewable energy, through, among other things, the program Zon op Rijksdaken of the Rijksvastgoedbedrijf. Roofs are considered suitable when investing with solar panels is technically feasible. In the meantime, an inventory has been made of how many roofs – national offices and defence buildings – will be equipped with solar PV by the end of 2025. In addition, twelve of the 70 national offices with suitable roofs have already been invested with solar panels and fourteen additional roofs are being invested. This is the estimate that about 37 percent of the suitable office roofs are used. With regard to the defence real estate, 96 of the 540 buildings with a suitable roof are used (approximately 18 percent). The Sun-on-Rijksdaken programme will expire on 31 December 2025. The EPBD replaces the Zon-Op-Rijksdaken programme for the installation of solar panels on government buildings. Depending on the building size, the obligation to install solar panels will be elaborated in regulations from 2027, in accordance with the EPBD.",,,,
NL_053,Mandatory installation solar energy system,3.1,"The EPBD IV lays down rules on mandatory installation of a solar energy system where this is technically, functionally and economically feasible. The Netherlands will implement this by requiring a solar energy installation for the generation of building-related energy consumption. For new non-residential buildings with a surface area of more than 250 m2, these rules shall apply by 31 December 2026. For existing public buildings, a gradual approach is foreseen whereby buildings larger than 2,000 m2 of use area must comply with the new rules by 31 December 2027. This threshold will be progressively reduced to 250 m2 by December 2030. Existing non-residential buildings larger than 500 m2 will be subject to the obligation from 31 December 2027, when they undergo major renovation. For new residential buildings and new covered parking garages, the rules apply from 31 December 2029.",,,,
NL_054,Termination of netting arrangements,3.1,"The bill terminating the netting scheme was adopted by the Senate on 17 December 2024. With this important legislative change, the netting scheme will be terminated as of 2027, and every active customer will receive a reasonable fee for returned renewable electricity, in accordance with the agreement from the Mainline Agreement and the Government Programme. In the period between now and 2027, the preparation for the careful implementation of this law will be taken up in consultation with the parties involved. Terminating the netting scheme creates a financial incentive for active customers to use renewable electricity more efficiently. By using self-generated electricity, the entire supply rate is saved, and no VAT and energy tax is due. In the coming years, more attention will be paid to the knowledge and possibilities that households have to use the electricity generated by themselves as efficiently as possible in the home. After all, this is in the interest of both a shorter payback period for solar panels and a reduction in the load on the electricity grid.",,,,
NL_055,Heat pumps,3.1,"In making the built environment more sustainable, the goal is to achieve 1 million installed hybrid heat pumps in the existing building by 2030. According to PBL's updated start-up analysis, two thirds of homes will eventually be heated by a hybrid heat pump (using sustainable gas) or fully electric heat pump by 2050.66 With an electric heat pump you no longer use natural gas and with a hybrid heat pump you use about 60% less natural gas for space heating. It is therefore important to have the preconditions for this technique in order and to provide support where necessary. In addition, based on the EPBD-IV Article 13.7, Member States are encouraged to replace fossil fuel boilers in existing buildings and to make national plans for the phase-out of such boilers by 2040. The new government intends to stimulate and standardise the application of hybrid, smart heat pumps by 2029, where heat networks do not offer a suitable solution. Below we will discuss the ways in which the heat pump is stimulated as an alternative to the central heating boiler for different target groups. The action plan on hybrid heat pumps, the promotion and financing of heat pumps, the hybrid heat pump as a measure in the energy saving obligation, the information campaign aimed at heat pumps and the network-friendly integration of heat pumps are discussed in turn.",,,,
NL_056,Hybrid heat pumps action plan,3.1,"The Action Plan on Hybrid Heat Pumps 2022-2024 was published on 15 June 202267. In this Action Plan, agreements have been made with the most important sector parties such as the installers and producers. The aim was to achieve a substantial scale-up of hybrid heat pumps in the short term. In addition to scaling up production and the availability of sustainable installations, the agreements were about reducing manufacturing costs, shortening installation time, unambiguous monitoring of, among other things, the number of heat pumps, communication, knowledge and insight into performance and additional stimulation. The Action Plan has contributed to the significant expansion of production capacity in the Netherlands in recent years through the creation of new factories and production lines. The installation of heat pumps has also taken off. Furthermore, the installation time for hybrid heat pumps has been reduced. In addition, the demo project hybrid heat pumps and the installation monitor provided valuable information about the performance of the (hybrid) heat pump and its impact on the electricity grid. From within the government, we have managed to accommodate the growing number of applications in the ISDE, we have conducted various government campaigns and from 2025, with the help of CBS, we will shape the monitoring even better. Because it is 66 Update Start-up analysis of natural gas-free neighbourhoods 2025 | Planning Bureau for the Environment important that the right heat pump is installed in the specific occupant situation, the approach will be continued and broadened to all types of heat pumps, both hybrid and fully electric, from 2025 onwards, and the framework conditions such as a grid-friendly integration will be looked at more broadly. Up to 2023, around 560,000 heat pumps have been sold, the vast majority of which are fully electric heat pumps. To achieve the goal of 1 million hybrid heat pumps by 2030, growth will have to accelerate.",,,,
NL_057,Promotion and financing of heat pumps,3.1,"Consumers often opt for a new boiler when the old one needs to be replaced. This reluctance is partly due to the unfamiliarity of the technology and its energy-saving possibilities, but the initial investment, which is higher than a traditional central heating boiler, is also perceived as an important threshold. To encourage residents to make the switch to a (hybrid) heat pump, the government therefore makes Investment subsidy for sustainable energy (ISDE) available for the switch to a heat pump. This subsidy covers on average 30% of the investment costs. This helps the citizen with the investment and makes the switch more attractive. In addition, residents can use a loan at attractive conditions with the National Heat Fund. Residents with an aggregate income below € 60,000 do not have to pay interest on this. This also allows people with a lower income to benefit from the benefits of a heat pump. There may also be further support at the local level. Information about this can be found on the Energy subsidy guide of Milieu Centraal, where you can search for local subsidy and loan possibilities per place of residence.",,,,
NL_058,Heat pumps in the energy saving obligation for companies and institutions,3.1,The energy saving obligation obliges companies and institutions to implement all energy saving measures - with a payback period of 5 years or less. The recognised list of measures used in the Energy Savings Obligation also includes the hybrid heat pump measure. It is therefore mandatory since 1 July 2023 for companies and institutions where a hybrid heat pump earns itself back within 5 years at an independent moment to install a hybrid heat pump.,,,,
NL_059,Information,3.1,"Residents and SMEs have recently been made aware of the benefits of a hybrid heat pump through a government campaign under the banner of Zet. This campaign focused on residents and SMEs who move, renovate or whose boiler needs to be replaced. There was targeted use via magazines, information on websites, radio spots and cooperation with a mortgage lender. On the website of Milieu Centraal, residents and entrepreneurs can find reliable and accessible information about heat pumps. In addition, residents can get information via the improvement check on the website verbeterjehuis.nl about the concrete steps they can take for their own home to become more sustainable and what savings that leads to.",,,,
NL_060,Prerequisite: Net-friendly integration of heat pumps,3.1,"The space on the electricity grid is an important precondition for the growth of the number of heat pumps. Increasing electrification means that the electricity grids are becoming increasingly full. The impact of heat pumps on the low-voltage grid can be reduced by using heat pumps more flexibly. In that case, for example, a heat pump can make more use of its own generation by solar panels. The heat pump can also start earlier or at a lower power during the evening peak on the electricity grid. In this way, the grid load of a heat pump can be reduced without loss of comfort. The Action Agenda on network congestion for low-voltage grids agreed that smart devices – including smart heat pumps – should become the norm. In order to reach agreements that smart heat pumps must meet, the Royal Dutch Standards Institute (NEN) has been commissioned to develop a Dutch Technical Agreement (NTA) for smart heat pumps. The results of the standard trajectory are expected in early 2026. Once the NTA has been developed, the results can be used, for example, for a link to laws and regulations, or the ISDE. In this way, the installation of smart heat pumps can be stimulated.",,,,
NL_061,Green gas,3.1,"In a climate-neutral Netherlands, part of the energy supply will still run on gas. However, this is not natural gas, but gas that is completely free of greenhouse gas emissions, such as green gas. For this, it is necessary that green gas production grows exponentially from around 0.3 billion m3 (bcm; billion cubic metres) in 2022 to the policy target of 2 bcm. The Green Gas Programme, the blending obligation for green gas and subsidy schemes contribute to achieving this goal. For the built environment, green gas is limited available and always in combination with a hybrid heat pump.",,,,
NL_062,Green Gas Programme,3.1,"This Programme concerns the scaling up of green gas production in the Netherlands to at least 2 bcm of green gas. This ambition is supported by measures in the areas of 1) business case, 2) spatial integration and 3) raw materials. In 2024, there was a small stagnation, and green gas production grew by only 5% from 282 million cubic metres of green gas to 294 million cubic metres of green gas. The green gas sector indicates to be optimistic about the coming years by expecting the announced government policy and further growth towards the set targets for the production and blending of green gas.",,,,
NL_063,Green gas blending obligation,3.1,"In 2025, work will continue on the green gas blending obligation. Under this bill, energy suppliers who supply gas are given an administrative obligation to achieve a certain amount of chain emission reduction annually through the supply of green gas, increasing to a total of 2.85 Mton CO2 eq. in 2031. The level per supplier shall be determined on the basis of the share per supplier in the total supply of natural gas to the end-user group. Green gas is supplied via the existing natural gas network. This is an administrative obligation, because it is not possible to physically measure how much green gas has been supplied to the end-user group. In order to demonstrate administratively that an energy supplier complies with the obligation, the existing Guarantees of Origin (GvOs) are used and new marketable units are used, namely the green gas unit (GGE). The Dutch Emissions Authority (NEa), which is the proposed executive and supervisory body, determines annually how many GGEs an energy supplier must surrender in order to comply with the obligation. The NEa is also responsible for the implementation of ETS2. Partly because of implementation reasons, the execution was searched as much as possible for coincidence with ETS2, the share of the built environment in this end-user group is about 70%. In May 2024, the proposal for a blending obligation was presented to the Council of State and the European Commission for advice and notification as a technical regulation, respectively. The Commission responded to this notification with a detailed opinion, focusing on the condition that only green gas produced from a production plant located in the Netherlands can count towards the blending obligation. This requirement is considered by the Commission in the UGM as an unjustified infringement of the free movement of goods, as it is under the Treaty on the Functioning of the European Union. As a result, the bill will be amended so that green gas produced in other Member States and introduced into the European gas network can also contribute to the blending obligation. The Chamber was further informed about this in July 2025. After consulting the Council of State on the bill (end of 2025 - beginning of 2026), the parliamentary examination of the bill can begin in 2026.",,,,
NL_064,SDE++,3.1,"Since 2020, the previous sustainable energy production (SDE+) scheme has been broadened to the Sustainable Energy Transition (SDE++) incentive scheme. This scheme stimulates the deployment of renewable energy and CO2 reducing techniques by remunerating the unprofitable top of these techniques by means of an operating subsidy. In principle, this also applies to greenhouse gases other than CO2, such as methane. The SDE++ makes the business case of emission reduction measures more attractive, and thus increases the investment willingness of companies. In 2023, so-called ""fences"" were introduced within the SDE++. These are flexible reservations in the domains of Low Temperature Heat, High Temperature Heat and Molecules, which must ensure that techniques that are less cost-effective in the short term, but necessary for the energy transition, are covered more.",€ 4.326.310.000,€0.00,N.B.,
NL_065,Promoting smart technologies and charging infrastructure for sustainable mobility in buildings,3.1,,,,,
NL_066,Recharging infrastructure obligations in and near buildings,3.1,"Since 10 March 2020, the following obligations for charging infrastructure for buildings have been laid down in the Decree on Buildings in the Living Environment (Bbl), which enshrines rules on buildings in the physical living environment:68 • For new residential buildings and existing residential buildings undergoing major renovation, with more than 10 parking spaces on the building plot, pipe infrastructure (free pipes) must be constructed for each parking space to construct recharging points. • For new non-residential buildings and for existing non-residential buildings undergoing major renovation, with more than 10 parking spaces on the same site, a minimum of 1 charging point for the entire parking space must be constructed. Pipe infrastructure (free pipes) must also be built for 1 in 5 parking spaces. For existing non-residential buildings with more than 20 parking spaces on the site, a minimum of 1 charging point must be installed from 1 January 2025. The EPBD IV contains agreements on the requirements that future parking spaces must meet. These are processed in the Bbl in due course. The proposed amendments to the Bbl have recently been consulted and are expected to enter into force in 2026:69 For new or substantially renovated housing with more than 3 parking spaces, wiring pipes must be installed to all parking spaces. Also, 50% of parking spaces must have pre-cabling to place charging points. At least one charging point shall be installed. Finally, the building has at least 2 parking spaces for bicycles for each residential unit. For new or substantially renovated non-residential construction , with more than 5 parking spaces, the following requirements shall be met: • All parking spaces have cables for charging infrastructure. • At least 50% of all parking spaces have pre-cabling to place charging points. • At least 20% of all parking spaces have a charging point. Is the building an office? Then at least 50% of all parking spaces have a charging point. • The building has bicycle parking spaces for at least 10% of the maximum, or 15% of the average user capacity of the building. For existing non-residential buildings with more than 20 parking spaces, one of the following rules must be complied with: • At least 50% of all parking spaces have wiring lines, or • At least 10% of all parking spaces have a charging point. • Is the building owned or used by a public authority? In that case, at least 50% of all parking spaces will have pre-cabling to place charging points by 1 January 2033. • The building has bicycle parking spaces for at least 10% of the maximum, or 15% of the average user capacity of the building.",,,,
NL_067,Measures to stimulate charging infrastructure at VvE complexes,3.1,"Currently, permission from the VvE is required for the installation of a charging point at a VvE complex. New legislation is being prepared to ease decision-making on this issue. Under the bill on the notification scheme for VvE charging points, an apartment owner can suffice with a notification (notification) to the VvE board when installing a charging point, if a number of conditions are met. The bill was in internet consultation from 12 July 2021 to 6 September 202170 and is now being taken forward. Expanding the right of initiative for tenants of living space with charging points in the context of removing obstacles is also part of the bill. Other activities in the area of stimulating infrastructure for sustainable mobility within VvE complexes focus on subsidies or the provision of information. For example, within the Subsidy Scheme for Sustainability for Owners' Associations (SVVE), a subsidy is provided for a charging point advice, in which it is advised how the VvE realizes charging points on its own parking space in a future-proof way, and for basic charging infrastructure, so that residents can place charging points.71 In addition, the website www.vveladen.nl provides information to VvEs and VvE members about the construction of VvE charging infrastructure or the expansion of existing charging points.",,,,
NL_068,Measures to stimulate charging infrastructure in non-residential buildings,3.1,"Entrepreneurs can apply for a subsidy to build charging infrastructure and receive advice, from the SPRILA advice and SPRILA Acquisition schemes. The Subsidy Scheme for Private Charging Infrastructure at Companies (SPRILA) Advice is available for entrepreneurs who want advice on the construction of charging infrastructure for electric vehicles on their own or rented land. The amount of the subsidy is 50% of the total costs, up to a maximum of € 3,500. A total of €500,000 will be available for this scheme in 2025.72 The Subsidy Scheme for Private Charging Infrastructure at Companies (SPRILA) Purchase for charging infrastructure for own vehicles or vehicles of employees, customers or suppliers subsidises the costs for the charging infrastructure for electric vehicles and their construction. This concerns charging infrastructure that is placed on the entrepreneur's own or rented premises, which is not always publicly accessible. In combination with charging infrastructure, a subsidy can be requested for a stationary battery under certain conditions. In 2025, a total of € 60,952,000 will be available for this scheme.73",,,,
NL_069,Combating and preventing energy poverty through energy saving and sustainability,3.2,"Saving energy and making homes more sustainable is the most important way to contribute to an affordable energy bill for residents with a small stock exchange. The government is continuing the phase-out of rental housing with energy labels E, F and G (see 3.1.2, under rental housing). This objective is laid down in the renewed National Performance Agreements (2024) with housing corporations and municipalities. On the contrary, this is also relevant because about two thirds (62% in 2022 and 66% in 2023) of energy-poor households lived in corporate housing (TNO, 2024). Households are further supported through the National Insulation Programme (NIP), the National Heat Fund and the Schemes for the Promotion of Natural Gas-Free Rental (Stimulation Scheme for Natural Gas-Free Rental Homes (SAH) and for Owners' Associations (Sustainability Scheme for Owners' Associations (SVVE)). These instruments are described in section 3.1.",,,,
NL_070,Municipal resources to tackle energy poverty,3.2,"Municipalities received a total of €550 million in three instalments in 2022 and 2023 to address energy poverty through the SPUK Approach to Energy Poverty. Municipalities have been given a lot of space to deploy the funds until the end of 2025, for example so that they can quickly strengthen an existing local approach. Many municipalities opt for the use of energy fixers and coaches and white goods schemes. Studies (TNO, AMS Institute) show that the deployment of energy aid organisations can lead to significant energy savings. The implementation period of this SPUK will be extended from 2025 to 2027 so that municipalities have more time for implementation.",,,,
NL_071,Temporary Energy Emergency Fund,3.2,"In 2025, 56.3 million was made available to the Temporary Emergency Energy Fund Foundation to set up an energy fund that provides support to low-income households with a high energy bill, to prevent debts from arising or possibly a forced closure of energy. The 2025 Energy Fund, like the 2023 Emergency Fund and the 2024 Emergency Fund, is a public-private partnership. The fund was opened at the end of April and there was a lot of interest in the fund. A total of 210,000 applications were submitted. The people who have submitted an application are also alerted to sustainability offers.74 For the period 2026-2032, the Social Climate Fund (SCF) is intended to provide multiannual financial support for households in combination with the sustainability of housing.",,,,
NL_072,Social Climate Fund,3.2,"From 2026, the Social Climate Fund (SCF) will in principle be available to absorb the effects of the emissions trading system for CO2 emissions from the built environment and transport (ETS2) for vulnerable households and micro-enterprises. The fund was set up for the period from 2026 to 2032 and includes €86.7 billion for all Member States, including 25% compulsory own investment. The Netherlands can claim €720 million, which must be supplemented by mandatory co-financing of €240 million. The focus of the (concept) Dutch Social Climate Plan is mainly on the target group of vulnerable households and micro-enterprises that have no or insufficient resources to take the step towards sustainability and therefore remain dependent on fossil fuels. The SCF funds shall be spent on measures to mitigate the effects of the Emissions Trading System (ETS2) on households in energy poverty, and micro-enterprises in a vulnerable position. There are four measures in total, three of which relate to the built environment and one to direct income support (to bridge the structural sustainability of the housing stock). 1) attractive and responsible financing through the National Heat Fund for the implementation of energy- saving measures 2) advice, help and support for households through one-stop shops (‘Energy Houses’), see also 3.3. 3) direct income support through a public Energy (emergency) fund, where households applying are asked if they want to share their data so that they can be actively approached for structural sustainability measures. 4) SME fix teams to support the sustainability of micro-enterprises.",,,,
NL_073,"Help, unburdening and advice",3.2,"Milieu Centraal has developed the programme ‘Energy assistance from a trusted circle for tenants in energy poverty’.75 With the aim to allow current and future energy aid for tenants to reach all (thus also hard-to-reach) target groups. So that a more inclusive energy transition becomes possible and at the same time this project contributes to the livelihood of citizens, who are, for example, financially vulnerable. To this end, they develop tools and training courses that are shared via open source with municipalities, among others. The National Programme for Local Heat Transition (NPLW) also focuses on supporting municipalities in tackling energy poverty. A toolkit has been developed for municipalities to support and inspire them.76 Strengthening vulnerable neighbourhoods and villages through the National Isolation Programme – the local approach As already described in section 3.1. under the heading NIP Local approach Isolation, €425 million was made available in 2023 by the rich of municipalities to strengthen the collective approach to vulnerable neighbourhoods and villages. Of these funds, 400 million euros have been added to the National Insulation Programme (NIP): the local adaptation so that a higher degree of sustainability can be achieved in homes in those areas where the need is greatest. Municipalities with the highest share of low-income homeowners in poorly isolated housing, municipalities in the border area and municipalities with a focus area (see also NPLV) receive the highest amount per house on average. The remaining 25 million euros will be used for internal facilities for connection to heat networks as part of the neighbourhood approach.",,,,
NL_074,Top Sector Energy (TSE): TKI consortia,3.3,"The Top Sector Energy is the umbrella network organisation of several Top Consortia for Knowledge and Innovation (TKIs), which play a key role in accelerating the energy transition in the Netherlands. The TKIs work closely with companies, knowledge institutions and public authorities to stimulate innovation in the energy sector. The goal is a sustainable, reliable and affordable energy system, with attention to renewable energy, energy saving, circular economy and smart grids. The TKIs have a substantive and strategic advisory function within Dutch innovation policy. The Top Sector also plays a connecting role: it helps to form partnerships and consortia to develop the necessary knowledge, new techniques and working methods, then stimulates knowledge sharing and advises governments on the progress and direction of energy innovation policy. In this way, it contributes to achieving climate goals and strengthening the Dutch competitive position in the energy market.",,,,
